Publication Titles	Record Count	% of 8,505
OCEANS 2002 MTS IEEE CONFERENCE EXHIBITION VOLS 1 4 CONFERENCE PROCEEDINGS	1	0.012
OCEANS 2015 GENOVA	1	0.012
OCEANS 2018 MTS IEEE CHARLESTON	1	0.012
OCEANS 2019 MTS IEEE SEATTLE	1	0.012
OCEANUS	1	0.012
OFF MEDIAN PHENOMENA AND INTERNATIONAL REFERENCE IONOSPHERE	1	0.012
OMAE 2008 PROCEEDINGS OF THE 27TH INTERNATIONAL CONFERENCE ON OFFSHORE MECHANICS AND ARCTIC ENGINEERING 2008 VOL 2	1	0.012
OMAE 2009 VOL 6	1	0.012
OMAE2011 PROCEEDINGS OF THE ASME 30TH INTERNATIONAL CONFERENCE ON OCEAN OFFSHORE AND ARCTIC ENGINEERING VOL 2	1	0.012
OMAE2011 PROCEEDINGS OF THE ASME 30TH INTERNATIONAL CONFERENCE ON OCEAN OFFSHORE AND ARCTIC ENGINEERING VOL 6	1	0.012
OPEN GEOSCIENCES	1	0.012
OPTICAL DEVICES FOR FIBER COMMUNICATION II	1	0.012
OPTICAL ENGINEERING	1	0.012
OPTICAL MANIPULATION CONFERENCE	1	0.012
OPTICAL REMOTE SENSING OF THE ATMOSPHERE AND CLOUDS	1	0.012
OPTICAL SYSTEMS DEGRADATION CONTAMINATION AND STRAY LIGHT EFFECTS MEASUREMENTS CONTROL II	1	0.012
OPTOMECHANICS 2003	1	0.012
ORIGIN EVOLUTION AND ENVIRONMENTAL IMPACT OF OCEANIC LARGE IGNEOUS PROVINCES	1	0.012
PACON 99 PROCEEDINGS	1	0.012
PERSONAL SATELLITE SERVICES	1	0.012
PERTANIKA JOURNAL OF SCIENCE AND TECHNOLOGY	1	0.012
PHOTOGRAMMETRIE FERNERKUNDUNG GEOINFORMATION	1	0.012
PHOTONIC INSTRUMENTATION ENGINEERING VIII	1	0.012
PHOTONICS FOR SPACE AND RADIATION ENVIRONMENTS II	1	0.012
PHOTONIRVACHAK JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING	1	0.012
PHYSICA D	1	0.012
PHYSICA D NONLINEAR PHENOMENA	1	0.012
PHYSICAL REVIEW FLUIDS	1	0.012
PHYSICS PROCEDIA	1	0.012
PLANETARY DEFENSE AND SPACE ENVIRONMENT APPLICATIONS	1	0.012
PLATES PLUMES AND PLANETARY PROCESSES	1	0.012
POLAR MOTION HISTORICAL AND SCIENTIFIC PROBLEMS	1	0.012
POLAR RECORD	1	0.012
POLISH JOURNAL OF ENVIRONMENTAL STUDIES	1	0.012
POLISH MARITIME RESEARCH	1	0.012
PRECAMBRIAN RESEARCH	1	0.012
PRECISION AGRICULTURE	1	0.012
PROCEDIA ENGINEERING	1	0.012
PROCEEDINGS 2013 INTERNATIONAL CONFERENCE ON MECHATRONIC SCIENCES ELECTRIC ENGINEERING AND COMPUTER MEC	1	0.012
PROCEEDINGS OF 2017 XX IEEE INTERNATIONAL CONFERENCE ON SOFT COMPUTING AND MEASUREMENTS SCM	1	0.012
PROCEEDINGS OF 5TH IEEE CONFERENCE ON UBIQUITOUS POSITIONING INDOOR NAVIGATION AND LOCATION BASED SERVICES UPINLBS	1	0.012
PROCEEDINGS OF 6TH INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN SPACE TECHNOLOGIES RAST 2013	1	0.012
PROCEEDINGS OF PROGRESS IN ELECTROMAGNETICS RESEARCH SYMPOSIUM PIERS 2012	1	0.012
PROCEEDINGS OF SPIE THE INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING	1	0.012
PROCEEDINGS OF THE 10TH 2000 INTERNATIONAL OFFSHORE AND POLAR ENGINEERING CONFERENCE VOL III	1	0.012
PROCEEDINGS OF THE 18TH INTERNATIONAL SYMPOSIUM ON SPACE FLIGHT DYNAMICS	1	0.012
PROCEEDINGS OF THE 2006 NATIONAL TECHNICAL MEETING OF THE INSTITUTE OF NAVIGATION NTM 2006	1	0.012
PROCEEDINGS OF THE 2007 IEEE INTERNATIONAL FREQUENCY CONTROL SYMPOSIUM JOINTLY WITH THE 21ST EUROPEAN FREQUENCY AND TIME FORUM VOLS 1 4	1	0.012
PROCEEDINGS OF THE 2013 THE INTERNATIONAL CONFERENCE ON REMOTE SENSING ENVIRONMENT AND TRANSPORTATION ENGINEERING RSETE 2013	1	0.012
PROCEEDINGS OF THE 2015 2ND INTERNATIONAL CONFERENCE ON ELECTRICAL COMPUTER ENGINEERING AND ELECTRONICS ICECEE 2015	1	0.012
PROCEEDINGS OF THE 2015 AASRI INTERNATIONAL CONFERENCE ON CIRCUITS AND SYSTEMS CAS 2015	1	0.012
PROCEEDINGS OF THE 2017 9TH IEEE INTERNATIONAL CONFERENCE ON INTELLIGENT DATA ACQUISITION AND ADVANCED COMPUTING SYSTEMS TECHNOLOGY AND APPLICATIONS IDAACS VOL 2	1	0.012
PROCEEDINGS OF THE 2018 1ST IEEE INTERNATIONAL CONFERENCE ON KNOWLEDGE INNOVATION AND INVENTION ICKII 2018	1	0.012
PROCEEDINGS OF THE 2019 IEEE CONFERENCE OF RUSSIAN YOUNG RESEARCHERS IN ELECTRICAL AND ELECTRONIC ENGINEERING EICONRUS	1	0.012
PROCEEDINGS OF THE 22ND INTERNATIONAL TECHNICAL MEETING OF THE SATELLITE DIVISION OF THE INSTITUTE OF NAVIGATION ION GNSS 2009	1	0.012
PROCEEDINGS OF THE 24TH INTERNATIONAL TECHNICAL MEETING OF THE SATELLITE DIVISION OF THE INSTITUTE OF NAVIGATION ION GNSS 2011	1	0.012
PROCEEDINGS OF THE 25TH INTERNATIONAL TECHNICAL MEETING OF THE SATELLITE DIVISION OF THE INSTITUTE OF NAVIGATION ION GNSS 2012	1	0.012
PROCEEDINGS OF THE 26TH INTERNATIONAL CONFERENCE ON OFFSHORE MECHANICS AND ARCTIC ENGINEERING VOL 1	1	0.012
PROCEEDINGS OF THE 27TH INTERNATIONAL CONFERENCE ON OFFSHORE MECHANICS AND ARCHTIC ENGINEERING 2008 VOL 4	1	0.012
PROCEEDINGS OF THE 27TH INTERNATIONAL CONFERENCE ON OFFSHORE MECHANICS AND ARCTIC ENGINEERING 2008 VOL 6	1	0.012
PROCEEDINGS OF THE 30TH INTERNATIONAL TECHNICAL MEETING OF THE SATELLITE DIVISION OF THE INSTITUTE OF NAVIGATION ION GNSS 2017	1	0.012
PROCEEDINGS OF THE 31ST INTERNATIONAL TECHNICAL MEETING OF THE SATELLITE DIVISION OF THE INSTITUTE OF NAVIGATION ION GNSS 2018	1	0.012
PROCEEDINGS OF THE 32ND INTERNATIONAL TECHNICAL MEETING OF THE SATELLITE DIVISION OF THE INSTITUTE OF NAVIGATION ION GNSS 2019	1	0.012
PROCEEDINGS OF THE 35TH IAHR WORLD CONGRESS VOLS I AND II	1	0.012
PROCEEDINGS OF THE 3RD AUN SEED NET REGIONAL CONFERENCE ON ENERGY ENGINEERING AND THE 7TH INTERNATIONAL CONFERENCE ON THERMOFLUIDS RCENE THERMOFLUID 2015	1	0.012
PROCEEDINGS OF THE 3RD MSG RAO WORKSHOP	1	0.012
PROCEEDINGS OF THE 40TH IEEE CONFERENCE ON DECISION AND CONTROL VOLS 1 5	1	0.012
PROCEEDINGS OF THE ASME 29TH INTERNATIONAL CONFERENCE ON OCEAN OFFSHORE AND ARCTIC ENGINEERING 2010 VOL 3	1	0.012
PROCEEDINGS OF THE ASME 34TH INTERNATIONAL CONFERENCE ON OCEAN OFFSHORE AND ARCTIC ENGINEERING 2015 VOL 7	1	0.012
PROCEEDINGS OF THE ASME 37TH INTERNATIONAL CONFERENCE ON OCEAN OFFSHORE AND ARCTIC ENGINEERING 2018 VOL 3	1	0.012
PROCEEDINGS OF THE ASME 37TH INTERNATIONAL CONFERENCE ON OCEAN OFFSHORE AND ARCTIC ENGINEERING 2018 VOL 7B	1	0.012
PROCEEDINGS OF THE ELEVENTH 2001 INTERNATIONAL OFFSHORE AND POLAR ENGINEERING CONFERENCE VOL I	1	0.012
PROCEEDINGS OF THE FIRST INTERNATIONAL CONFERENCE ON INFORMATION SCIENCES MACHINERY MATERIALS AND ENERGY ICISMME 2015	1	0.012
PROCEEDINGS OF THE HPCMP USERS GROUP CONFERENCE 2005	1	0.012
PROCEEDINGS OF THE IASTED INTERNATIONAL CONFERENCE ON ENVIRONMENTALLY SOUND TECHNOLOGY IN WATER RESOURCES MANAGEMENT	1	0.012
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS MARITIME ENGINEERING	1	0.012
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS WATER AND MARITIME ENGINEERING	1	0.012
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS WATER MANAGEMENT	1	0.012
PROCEEDINGS OF THE INTERNATIONAL ASSOCIATION OF HYDROLOGICAL SCIENCES IAHS	1	0.012
PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON COMPUTER INFORMATION SYSTEMS AND INDUSTRIAL APPLICATIONS CISIA 2015	1	0.012
PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND INFORMATION TECHNOLOGY	1	0.012
PROCEEDINGS OF THE INTERNATIONAL LUNAR CONFERENCE 2003 INTERNATIONAL LUNAR EXPLORATION WORKING GROUP 5 ILC2003 ILEWG 5	1	0.012
PROCEEDINGS OF THE ION 2017 PACIFIC PNT MEETING	1	0.012
PROCEEDINGS OF THE ROYAL SOCIETY B BIOLOGICAL SCIENCES	1	0.012
PROCEEDINGS OF THE SEVENTEENTH 2007 INTERNATIONAL OFFSHORE AND POLAR ENGINEERING CONFERENCE VOL 1 4 PROCEEDINGS	1	0.012
PROCEEDINGS OF THE SEVENTH IEEE INTERNATIONAL CONFERENCE ON COGNITIVE INFORMATICS	1	0.012
PROCEEDINGS OF THE TWELFTH 2002 INTERNATIONAL OFFSHORE AND POLAR ENGINEERING CONFERENCE VOL 3	1	0.012
PROCEEDINGS OF THE XIX IEEE INTERNATIONAL CONFERENCE ON SOFT COMPUTING AND MEASUREMENTS SCM 2016	1	0.012
PROGRESS IN INDUSTRIAL AND CIVIL ENGINEERING III PT 1	1	0.012
PROGRESS IN NUCLEAR ENERGY	1	0.012
PROPAGATION AND IMAGING THROUGH THE ATMOSPHERE III	1	0.012
QUANTITATIVE DESCRIPTION OF IONOSPHERIC STORM EFFECTS AND IRREGULARITIES	1	0.012
QUANTUM SENSING AND NANOPHOTONIC DEVICES VII	1	0.012
QUATERNARY RESEARCH	1	0.012
RADIOPHYSICS AND QUANTUM ELECTRONICS	1	0.012
RAST 2003 RECENT ADVANCES IN SPACE TECHNOLOGIES PROCEEDINGS	1	0.012
RED SEA THE FORMATION MORPHOLOGY OCEANOGRAPHY AND ENVIRONMENT OF A YOUNG OCEAN BASIN	1	0.012
REGIONAL ENVIRONMENTAL CHANGE	1	0.012
REMOTE SENSING AND APPLICATIONS EARTH ATMOSPHERE AND OCEANS	1	0.012
REMOTE SENSING AND DIGITAL IMAGE PROCESSING	1	0.012
REMOTE SENSING AND GIS FOR HYDROLOGY AND WATER RESOURCES	1	0.012
REMOTE SENSING AND HYDROLOGY	1	0.012
REMOTE SENSING AND MODELING OF ECOSYSTEMS FOR SUSTAINABILITY XI	1	0.012
REMOTE SENSING AND MODELING OF THE ATMOSPHERE OCEANS AND INTERACTIONS	1	0.012
REMOTE SENSING EARTH OCEAN AND ATMOSPHERE	1	0.012
REMOTE SENSING FOR AGRICULTURE ECOSYSTEMS AND HYDROLOGY XII	1	0.012
REMOTE SENSING FOR AGRICULTURE ECOSYSTEMS AND HYDROLOGY XIX	1	0.012
REMOTE SENSING FOR AGRICULTURE ECOSYSTEMS AND HYDROLOGY XV	1	0.012
REMOTE SENSING FOR AGRICULTURE ECOSYSTEMS AND HYDROLOGY XVII	1	0.012
REMOTE SENSING FOR ENVIRONMENTAL MONITORING GIS APPLICATIONS AND GEOLOGY II	1	0.012
REMOTE SENSING HANDBOOK	1	0.012
REMOTE SENSING OBSERVATIONS OF CONTINENTAL SURFACES SET	1	0.012
REMOTE SENSING OF ATMOSPHERE AND OCEAN FROM SPACE MODELS INSTRUMENTS AND TECHNIQUES	1	0.012
REMOTE SENSING OF CLOUDS AND THE ATMOSPHERE XI	1	0.012
REMOTE SENSING OF HYDROLOGICAL EXTREMES	1	0.012
REMOTE SENSING OF OCEANOGRAPHIC PROCESSES AND LAND SURFACES SPACE SCIENCE EDUCATION AND OUTREACH	1	0.012
REMOTE SENSING OF THE ATMOSPHERE CLOUDS AND PRECIPITATION V	1	0.012
REMOTE SENSING OF THE CRYOSPHERE	1	0.012
REMOTE SENSING OF THE OCEAN AND SEA ICE 2002	1	0.012
REMOTE SENSING OF THE OCEAN SEA ICE AND LARGE WATER REGIONS 2007	1	0.012
REMOTE SENSING OF THE OCEAN SEA ICE COASTAL WATERS AND LARGE WATER REGIONS 2014	1	0.012
REMOTE SENSING OF THE OCEAN SEA ICE COASTAL WATERS AND LARGE WATER REGIONS 2015	1	0.012
REMOTE SENSING OF THE TERRESTRIAL WATER CYCLE	1	0.012
REMOTE SENSING SYSTEM ENGINEERING	1	0.012
REMOTE SENSING SYSTEM ENGINEERING III	1	0.012
REMOTELY SENSED DATA CHARACTERIZATION CLASSIFICATION AND ACCURACIES	1	0.012
RENEWABLE SUSTAINABLE ENERGY REVIEWS	1	0.012
RESEARCH IN MARINE SCIENCES	1	0.012
RESEARCH INSTITUTE OF GEODESY TOPOGRAPHY AND CARTOGRAPHY PUBLICATIONS	1	0.012
RESOURCES CONSERVATION AND RECYCLING	1	0.012
RESPONSE OF UPPER GULF COAST ESTUARIES TO HOLOCENE CLIMATE CHANGE AND SEA LEVEL RISE	1	0.012
REVIEW OF SCIENTIFIC INSTRUMENTS	1	0.012
REVISTA ACTA GEOGRAFICA	1	0.012
REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL	1	0.012
REVISTA DE BIOLOGIA TROPICAL	1	0.012
REVISTA GEOGRAFICA VENEZOLANA	1	0.012
REVISTA INTERNACIONAL DE METODOS NUMERICOS PARA CALCULO Y DISENO EN INGENIERIA	1	0.012
REVISTA PUBLICANDO	1	0.012
RISK ANALYSIS IV	1	0.012
RIVISTA ITALIANA DI TELERILEVAMENTO	1	0.012
ROBOTICS AND AUTONOMOUS SYSTEMS	1	0.012
SAR IMAGE ANALYSIS MODELING AND TECHNIQUES II	1	0.012
SATELLITE BASED MITIGATION AND ADAPTATION SCENARIOS FOR SEA LEVEL RISE IN THE LOWER NIGER DELTA	1	0.012
SATELLITE ORBITS	1	0.012
SATELLITE RAINFALL APPLICATIONS FOR SURFACE HYDROLOGY	1	0.012
SATELLITE REMOTE SENSING OF CLOUDS AND THE ATMOSPHERE III	1	0.012
SCIENCE AND TECHNOLOGY SERIES	1	0.012
SCIENCE CHINA PHYSICS MECHANICS ASTRONOMY	1	0.012
SCIENCE CHINA TECHNOLOGICAL SCIENCES	1	0.012
SCIENTIFIC PROGRAMMING	1	0.012
SCOTTISH GEOGRAPHICAL JOURNAL	1	0.012
SEA TECHNOLOGY	1	0.012
SEISMIC INSTRUMENTS	1	0.012
SEMANTIC WEB IN EARTH AND SPACE SCIENCE CURRENT STATUS AND FUTURE DIRECTIONS	1	0.012
SENSORS AUTOMATIC MEASUREMENT CONTROL AND COMPUTER SIMULATION PTS 1 AND 2	1	0.012
SENSORS SYSTEMS AND NEXT GENERATION SATELLITES VI	1	0.012
SENSORS SYSTEMS AND NEXT GENERATION SATELLITES VII	1	0.012
SENSORS SYSTEMS AND NEXT GENERATION SATELLITES VIII	1	0.012
SENSORS SYSTEMS AND NEXT GENERATION SATELLITES X	1	0.012
SENSORS SYSTEMS AND NEXT GENERATION SATELLITES XIX	1	0.012
SENSORS SYSTEMS AND NEXT GENERATION SATELLITES XVIII	1	0.012
SENSORS SYSTEMS AND NEXT GENERATION SATELLITES XXIV	1	0.012
SENSORS SYSTEMS AND NEXTGENERATION SATELLITES XXIII	1	0.012
SEVENTH SYMPOSIUM ON NOVEL PHOTOELECTRONIC DETECTION TECHNOLOGY AND APPLICATIONS	1	0.012
SIXTH INTERNATIONAL SYMPOSIUM ON LAPAN IPB SATELLITE LISAT 2019	1	0.012
SOLID STATE LASERS XIX TECHNOLOGY AND DEVICES	1	0.012
SOLID STATE LASERS XXIII TECHNOLOGY AND DEVICES	1	0.012
SOLID STATE LASERS XXV TECHNOLOGY AND DEVICES	1	0.012
SOUTH AFRICAN GEOGRAPHICAL JOURNAL	1	0.012
SPACEFLIGHT MECHANICS 2003 PTS 1 3	1	0.012
SPACEFLIGHT MECHANICS 2005 VOL 120 PTS 1 AND 2	1	0.012
SPACEFLIGHT MECHANICS 2008 VOL 130 PTS 1 AND 2	1	0.012
SPACEFLIGHT MECHANICS 2017 PTS I IV	1	0.012
SPECTRAL METHODS IN GEODESY AND GEOPHYSICS	1	0.012
SPECTROSCOPY AND SPECTRAL ANALYSIS	1	0.012
SPRINGER EARTH SYSTEM SCIENCES	1	0.012
SPRINGER GEOLOGY	1	0.012
SPRINGER INDAM SERIES	1	0.012
SPRINGER REMOTE SENSING PHOTOGRAMMETRY	1	0.012
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT	1	0.012
STUDIES IN COMPUTATIONAL INTELLIGENCE	1	0.012
STUDIES IN GEOPHYSICAL OPTICS AND REMOTE SENSING	1	0.012
STUDIES ON THE SEMANTIC WEB	1	0.012
SUBMARINE GEOMORPHOLOGY	1	0.012
SUSTAINABILITY	1	0.012
SUSTAINABILITY SCIENCE	1	0.012
SYLWAN	1	0.012
SYSTEM EARTH VIA GEODETIC GEOPHYSICAL SPACE TECHNIQUES	1	0.012
TECTONIC CLIMATIC AND CRYOSPHERIC EVOLUTION OF THE ANTARCTIC PENINSULA	1	0.012
TELLUS SERIES B CHEMICAL AND PHYSICAL METEOROLOGY	1	0.012
THEORETICAL AND APPLIED CLIMATOLOGY	1	0.012
TOPICAL PROBLEMS OF FLUID MECHANICS	1	0.012
TOPICAL PROBLEMS OF FLUID MECHANICS 2018	1	0.012
TOWARDS GREEN MARINE TECHNOLOGY AND TRANSPORT	1	0.012
TRAITEMENT DU SIGNAL	1	0.012
TRANSACTIONS OF NONFERROUS METALS SOCIETY OF CHINA	1	0.012
TRANSACTIONS OF THE ASAE	1	0.012
TRANSACTIONS ON COMPUTATIONAL SCIENCE VI	1	0.012
TRANSBOUNDARY WATER RESOURCES STRATEGIES FOR REGIONAL SECURITY AND ECOLOGICAL STABILITY	1	0.012
TRANSPORTATION RESEARCH PART A POLICY AND PRACTICE	1	0.012
TRANSPORTATION SCIENCE	1	0.012
TREATISE ON WATER SCIENCE VOL 2 THE SCIENCE OF HYDROLOGY	1	0.012
TROPICAL EXTREMES NATURAL VARIABILITY AND TRENDS	1	0.012
TSUNAMI THREAT RESEARCH AND TECHNOLOGY	1	0.012
TURBULENCE ATMOSPHERE AND CLIMATE DYNAMICS	1	0.012
TURKISH JOURNAL OF EARTH SCIENCES	1	0.012
TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES	1	0.012
TYPHOON IMPACT AND CRISIS MANAGEMENT	1	0.012
UCHENYE ZAPISKI KAZANSKOGO UNIVERSITETA SERIYA FIZIKO MATEMATICHESKIE NAUKI	1	0.012
VI HOTINE MARUSSI SYMPOSIUM ON THEORETICAL AND COMPUTATIONAL GEODESY	1	0.012
WATER RESOURCES FOREST MARINE AND OCEAN ECOSYSTEMS CONFERENCE PROCEEDINGS SGEM 2016 VOL III	1	0.012
WATER RESOURCES FOREST MARINE AND OCEAN ECOSYSTEMS CONFERENCE PROCEEDINGS VOL I	1	0.012
WATER RESOURCES MANAGEMENT	1	0.012
WATER RESOURCES SYSTEMS HYDROLOGICAL RISK MANAGEMENT AND DEVELOPMENT	1	0.012
WATER SCIENCE AND ENGINEERING	1	0.012
WATER SCIENCE AND TECHNOLOGY LIBRARY	1	0.012
WATER SECURITY IN THE MEDITERRANEAN REGION	1	0.012
WETLANDS	1	0.012
WILEY INTERDISCIPLINARY REVIEWS CLIMATE CHANGE	1	0.012
WILEY INTERDISCIPLINARY REVIEWS WATER	1	0.012
WIT TRANSACTIONS ON ECOLOGY AND THE ENVIRONMENT	1	0.012
WORLD CONGRESS ON ENGINEERING WCE 2013 VOL II	1	0.012
WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2015 FLOODS DROUGHTS AND ECOSYSTEMS	1	0.012
WORLD SEAS AN ENVIRONMENTAL EVALUATION VOL I EUROPE THE AMERICAS AND WEST AFRICA 2ND EDITION	1	0.012
XXII ISPRS CONGRESS TECHNICAL COMMISSION IV	1	0.012
XXII ISPRS CONGRESS TECHNICAL COMMISSION VI	1	0.012
XXIII ISPRS CONGRESS COMMISSION IV	1	0.012
XXIII ISPRS CONGRESS COMMISSION VII	1	0.012
XXIV INTERNATIONAL CIPA SYMPOSIUM	1	0.012
ZAMM ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND MECHANIK	1	0.012
ZEITSCHRIFT FUR FLUGWISSENSCHAFTEN UND WELTRAUMFORSCHUNG	1	0.012
ZEITSCHRIFT FUR GEOMORPHOLOGIE	1	0.012
