Funding Agencies	Record Count	% of 94,965
Nsf Easm Grant	1	0.001
Nsf Easm Program At North Carolina State University	1	0.001
Nsf Easm2	1	0.001
Nsf East Asia And Pacific Summer Institute Fellowship	1	0.001
Nsf Ef Macrosystems	1	0.001
Nsf Emerging Frontiers	1	0.001
Nsf Emerging Frontiers Program Center For Microbial Oceanography Research And Education	1	0.001
Nsf Emerging Topics In Biogeochemical Cycles Grant Etbc	1	0.001
Nsf Epscor Large River Ecosystems Grant	1	0.001
Nsf Epscor Project	1	0.001
Nsf Epscor Ri Caim	1	0.001
Nsf Epscor Rii Track Ii Fec	1	0.001
Nsf Expedition In Computing Grant	1	0.001
Nsf Expeditions In Computing Grant On Understanding Climate Change A Data Driven Approach	1	0.001
Nsf Extreems Qed	1	0.001
Nsf Fesd	1	0.001
Nsf Fesd Award	1	0.001
Nsf Fesd Cider Program	1	0.001
Nsf Fesd Delta Dynamics Collaboratory Grant	1	0.001
Nsf Fesd Ozone Project	1	0.001
Nsf For Excellent Young Scholars Of China	1	0.001
Nsf From The Massachusetts Institute Of Technology	1	0.001
Nsf Frontiers In Earth System Dynamics Fesd Grant	1	0.001
Nsf Frontiers In Earth System Dynamics Grant	1	0.001
Nsf Fsml Program	1	0.001
Nsf Fund	1	0.001
Nsf Funded Center For Dark Energy Biosphere Investigations Science And Technology Center C Debi	1	0.001
Nsf Geo Award	1	0.001
Nsf Geo Directorate For Geological Sciences	1	0.001
Nsf Geo Grant	1	0.001
Nsf Geo Oce Reu Site Grant Nsf	1	0.001
Nsf Geography And Spatial Sciences	1	0.001
Nsf Geography And Spatial Sciences Award	1	0.001
Nsf Geoinformatics Program	1	0.001
Nsf Geoprism	1	0.001
Nsf Geoprism Award	1	0.001
Nsf Geosciences Directorate	1	0.001
Nsf Geospace Facility Program	1	0.001
Nsf Gfrp	1	0.001
Nsf Gk 12 Grant	1	0.001
Nsf Gk12 Fellowship Program Under Doe	1	0.001
Nsf Gld	1	0.001
Nsf Globec Pobex Program	1	0.001
Nsf Graduate Research Fellowship Program Award	1	0.001
Nsf Graduate Research Fellowship Program Fellowship	1	0.001
Nsf Graduate Research Internship Program Award	1	0.001
Nsf Graduate Research Opportunities Worldwide Program	1	0.001
Nsf Grant Bsi	1	0.001
Nsf Grant Eager Nsf Arc	1	0.001
Nsf Grant Plr	1	0.001
Nsf Grant Under The Geosecs Program	1	0.001
Nsf Grant Under The Woce Program	1	0.001
Nsf Grants Ear	1	0.001
Nsf Grants From The Marine Geology And Geophysics Program	1	0.001
Nsf Grf Cires Research Award	1	0.001
Nsf Grf National Geographic Young Explorer S Grant	1	0.001
Nsf Grfp Award	1	0.001
Nsf Grfp Nsf Career Program	1	0.001
Nsf Grow Program	1	0.001
Nsf Harnessing The Data Revolution Program	1	0.001
Nsf Hdr Institute Award	1	0.001
Nsf Hot	1	0.001
Nsf Hydrology Award	1	0.001
Nsf I Ucrc Pserc	1	0.001
Nsf I Ucrc Spatiotemporal Innovation Center	1	0.001
Nsf Igert Ecosystem Informatics Graduate Fellowship	1	0.001
Nsf Igert Grant	1	0.001
Nsf Igert Through The University Of Washington	1	0.001
Nsf Igert Training Grant At The University Of Washington	1	0.001
Nsf Igert Water Climate And Health Fellowship	1	0.001
Nsf In The Usa	1	0.001
Nsf Independent Research And Development Program	1	0.001
Nsf Infews Award	1	0.001
Nsf Innovation Center Program	1	0.001
Nsf Inspire Program Integrated Nsf Support Promoting Interdisciplinary Research And Education	1	0.001
Nsf Instrument Grant	1	0.001
Nsf Integrative Graduate Education And Research Traineeship Fellowship	1	0.001
Nsf Integrative Graduate Education And Research Traineeship Igert Award	1	0.001
Nsf International Polar Year Program	1	0.001
Nsf Ipy Program	1	0.001
Nsf Kansas Epscor	1	0.001
Nsf Konza Lter Award	1	0.001
Nsf Ky Epscor National Laboratory Initiative	1	0.001
Nsf Long Term Ecological Research California Current Ecosystem Lter Cce Program	1	0.001
Nsf Lower Atmosphere Observing Facilities	1	0.001
Nsf Lsamp Program At California State University Los Angeles	1	0.001
Nsf Lter At Virginia Coast Reserve	1	0.001
Nsf Lter Nga	1	0.001
Nsf Lter Plum Island Ecosystems	1	0.001
Nsf Lter Programs	1	0.001
Nsf Lter Virginia Coast Reserve	1	0.001
Nsf Luquillo Critical Zone Observatory Lczo	1	0.001
Nsf Macrosystems Biology And Early Neon Science	1	0.001
Nsf Macrosystems Biology And Neon Enabled Science	1	0.001
Nsf Macrosystems Biology Program Grant	1	0.001
Nsf Major Research Instrumentation Program Grant	1	0.001
Nsf Margins Grant Oce	1	0.001
Nsf Marine Biodiversity And Conservation Igert Fellowship Nsf	1	0.001
Nsf Math Climate Research Network Mcrn	1	0.001
Nsf Mcr Lter	1	0.001
Nsf Mgg	1	0.001
Nsf Mgg Bio	1	0.001
Nsf Moby	1	0.001
Nsf Mrce	1	0.001
Nsf Mri Grants	1	0.001
Nsf Mri Proposal	1	0.001
Nsf Nasa Dimensions Of Biodiversity Grants	1	0.001
Nsf National Science Digital Library Program	1	0.001
Nsf Navigating The New Arctic	1	0.001
Nsf Nerc International Thwaites Glacier Collaboration Tarsan Project	1	0.001
Nsf Niehs Centers For Oceans And Human Health	1	0.001
Nsf Nih Ecology Of Infectious Diseases	1	0.001
Nsf Nih Eid	1	0.001
Nsf Noaa Us Northeast Pacific Program Nep Globec	1	0.001
Nsf Nordic Research Opportunity Fellowship	1	0.001
Nsf Northeast Us Shelf Long Term Ecological Research Nes Lter Program	1	0.001
Nsf Oac	1	0.001
Nsf Oce Grant	1	0.001
Nsf Oce Margins	1	0.001
Nsf Oce Physical Oceanography Program	1	0.001
Nsf Oce Postdoctoral Fellowship	1	0.001
Nsf Oce Technology Grant	1	0.001
Nsf Oce Through The Globec Program	1	0.001
Nsf Ocean Sciences Program Oce	1	0.001
Nsf Of The Moby Project	1	0.001
Nsf Office Of Atmospheric And Geospace Sciences	1	0.001
Nsf Office Of Polar Program Grant	1	0.001
Nsf Office Of Polar Programs Antarctic Organisms And Ecosystems	1	0.001
Nsf Office Of Polar Programs Arctic Natural Sciences Awards	1	0.001
Nsf Office Of Polar Programs Arctic Observing Network	1	0.001
Nsf Office Of Polar Programs Arctic Sciences Division	1	0.001
Nsf Office Of Polar Programs As Part Of The Itgc	1	0.001
Nsf Office Of Polar Programs Collaborative Awards	1	0.001
Nsf Office Of Polar Programs Grant	1	0.001
Nsf Office Of Polar Programs Nsf	1	0.001
Nsf Office Of Polar Programs Nsf Opp Through The Center For Remote Sensing Of Ice Sheets Cresis	1	0.001
Nsf Office Of Polar Programs Through Nsf	1	0.001
Nsf Oise Grant	1	0.001
Nsf Opp Ant	1	0.001
Nsf Opp Arctic Natural Sciences	1	0.001
Nsf Opp Arctic Natural Sciences Award	1	0.001
Nsf Opp Career Award	1	0.001
Nsf Opp Grants	1	0.001
Nsf Opp Research Grant	1	0.001
Nsf Osnap Grants	1	0.001
Nsf Paleo Perspectives On Climate Change Program	1	0.001
Nsf Partnerships For International Research And Education	1	0.001
Nsf Partnerships In International Research And Education Pire From The Instituto De Geografia Nacional Tommy Guardia	1	0.001
Nsf Petaapps Program	1	0.001
Nsf Petascale Computing Resource Allocations Prac	1	0.001
Nsf Physics Of Living Systems	1	0.001
Nsf Pire Climate Research And Education In The Americas Using Tree Ring Speleothem Examples Pire Create	1	0.001
Nsf Plr Ant	1	0.001
Nsf Plr Award	1	0.001
Nsf Plr Awards	1	0.001
Nsf Plr Grants	1	0.001
Nsf Po	1	0.001
Nsf Polar Program Award	1	0.001
Nsf Polar Programs Antarctic	1	0.001
Nsf Polar Programs Arctic	1	0.001
Nsf Polenet	1	0.001
Nsf Postdoctoral Grant	1	0.001
Nsf Postdoctoral Research Fellowship	1	0.001
Nsf Preevents	1	0.001
Nsf Preevents Track 2	1	0.001
Nsf Preevents Track 2 Award	1	0.001
Nsf Prevents	1	0.001
Nsf Prfb	1	0.001
Nsf Project Of Guangdong China	1	0.001
Nsf Rainex	1	0.001
Nsf Rapid Grant Program	1	0.001
Nsf Rapid Grant Through The Enso	1	0.001
Nsf Rcn	1	0.001
Nsf Research Experience For Undergraduates Reu	1	0.001
Nsf Research Grant Geomicrobiology Of Antarctic Subglacial Environments Gbase Based At Montana State University	1	0.001
Nsf Research Grant Lake Ice Stream Subglacial Access Research Drilling Lissard Based At The University Of California Santa Cruz Ucsc	1	0.001
Nsf Research Grant Robotic Access To Grounding Zones For Exploration And Science Rages Based At Northern Illinois University	1	0.001
Nsf Research Network On Statistics In The Atmosphere And Ocean Sciences Stat Mos	1	0.001
Nsf Research Network On Statistics In The Atmosphere And Ocean Sciences Statmos	1	0.001
Nsf Research Traineeship Grant	1	0.001
Nsf Reu Program Directorate Agu	1	0.001
Nsf Ri Epscor	1	0.001
Nsf Rol Fels Raise Program	1	0.001
Nsf S Antarctic Program	1	0.001
Nsf S Belmont Forum Igfa Program	1	0.001
Nsf S Dimensions In Biodiversity	1	0.001
Nsf S Dimensions Of Biodiversity Program	1	0.001
Nsf S Fesd Program	1	0.001
Nsf S Frontiers In Earth System Dynamics Program	1	0.001
Nsf S International Research Fellowship Program	1	0.001
Nsf S Long Term Ecological Research Program	1	0.001
Nsf S Marine Geology And Geophysics Program	1	0.001
Nsf S Office Of International Science And Engineering	1	0.001
Nsf S Program Dimensions Of Biodiversity	1	0.001
Nsf S Program In Chemical Oceanography	1	0.001
Nsf S Program In Physical Oceanography	1	0.001
Nsf S Research Experience For Undergraduates Reu Program	1	0.001
Nsf S Soccom Project Under Nsf Award	1	0.001
Nsf S Southern Ocean Carbon And Climate Observations And Modeling Project	1	0.001
Nsf S Southern Ocean Carbon And Climate Observations And Modeling Project Soccom Under The Nsf	1	0.001
Nsf S Stem	1	0.001
Nsf S Study Of Environmental Arctic Change	1	0.001
Nsf S Support Office For Aerogeophysical Research Soar Under Nsf Grants	1	0.001
Nsf S2s Project	1	0.001
Nsf Scec	1	0.001
Nsf Scherck Fellowship	1	0.001
Nsf Science Made Sensible Fellowship	1	0.001
Nsf Scripps Institution Of Oceanography Research Experience For Undergraduates	1	0.001
Nsf Sedimentology And Paleobiology Award	1	0.001
Nsf Si2 Ssi Award	1	0.001
Nsf Southern Sierra Critical Zone Observatory	1	0.001
Nsf Space Weather Grant	1	0.001
Nsf Space Weather Program	1	0.001
Nsf Statistical Methods For Atmospheric And Oceanic Sciences Project Award Dms	1	0.001
Nsf Stem Fellowship	1	0.001
Nsf Tectonics Program Of The National Science Foundation	1	0.001
Nsf Telescope System Instrumentation Program Tsip	1	0.001
Nsf Through An Grfp Fellowship	1	0.001
Nsf Through Cedar Program	1	0.001
Nsf Through Climate Education Partners	1	0.001
Nsf Through Cornell	1	0.001
Nsf Through Icer	1	0.001
Nsf Through Its Ncar	1	0.001
Nsf Through National Center For Atmospheric Research	1	0.001
Nsf Through Network For Sustainable Climate Risk Management Under Nsf	1	0.001
Nsf Through Nsf	1	0.001
Nsf Through The Belmont Forum Igfa	1	0.001
Nsf Through The California Current Ecosystem Lter Program	1	0.001
Nsf Through The Center For Microbial Oceanography Research And Education	1	0.001
Nsf Through The Center For Microbial Oceanography Research And Education C More	1	0.001
Nsf Through The Center For Remote Sensing Of Ice Sheets Cresis	1	0.001
Nsf Through The Climode Project	1	0.001
Nsf Through The Cornell Igert In Biogeochemistry And Environmental Biocomplexity	1	0.001
Nsf Through The Division Of Polar Programs	1	0.001
Nsf Through The Hiaper Ucar	1	0.001
Nsf Through The Hot Program	1	0.001
Nsf Through The Ifds At Uw Madison	1	0.001
Nsf Through The National Ecological Observatory Network Program	1	0.001
Nsf Through The Physical Oceanography Climate And Large Scale Dynamics And Multi Scale Modeling Program	1	0.001
Nsf Through The Ridge 2000 Program	1	0.001
Nsf U S Earth System Model Easm	1	0.001
Nsf Uf I Cubed Interdisciplinary Research Award	1	0.001
Nsf Ufi Cubed Interdisciplinary Research Award	1	0.001
Nsf Umd	1	0.001
Nsf Under Life Project	1	0.001
Nsf Under The Belmont Forum Deltas Project	1	0.001
Nsf Usssp	1	0.001
Nsf Usssp Postcruise Grant	1	0.001
Nsf Vi Epscor	1	0.001
Nsf Via Award	1	0.001
Nsf Via The Belmont Forum Igfa Grant	1	0.001
Nsf Via The Moby Project	1	0.001
Nsf Which Is Part Of The Mathematics And Climate Research Network	1	0.001
Nsf Xsede	1	0.001
Nsf Xsede Computing	1	0.001
Nsf Xsede Extreme Science And Engineering Discovery Environment	1	0.001
Nsf Xsede Program	1	0.001
Nsf Xsede Project	1	0.001
Nsfc And The Royal Society Of The United Kingdom Nsfc Rs	1	0.001
Nsfc Bf Igfa Joint Research Project	1	0.001
Nsfc Cgiar	1	0.001
Nsfc Cnrs Joint Research Project	1	0.001
Nsfc Creative Group	1	0.001
Nsfc Dfg	1	0.001
Nsfc Excellent Young Scholar Grant	1	0.001
Nsfc Excellent Young Scholar Project	1	0.001
Nsfc From The European Union Seventh Framework Programme Fp7 20072013	1	0.001
Nsfc Guang Dong Joint Fund	1	0.001
Nsfc Guangdong Joint Fund Key Project	1	0.001
Nsfc Guangdong Joint Fund Program	1	0.001
Nsfc Innovation Group Grant	1	0.001
Nsfc Innovation Project	1	0.001
Nsfc Innovation Research Group Of Science Fund	1	0.001
Nsfc Innovative Group Grant Project	1	0.001
Nsfc International Collaboration Research Funds	1	0.001
Nsfc Key Project For International Cooperation	1	0.001
Nsfc Mainland China	1	0.001
Nsfc Mainland China Grants	1	0.001
Nsfc Major Instrument Development Project	1	0.001
Nsfc Major International Joint Research Project	1	0.001
Nsfc Major Program Reconstructions Of East Asian Blocks In Pangea	1	0.001
Nsfc National Natural Science Foundation Of China Nsfc	1	0.001
Nsfc National Outstanding Youth	1	0.001
Nsfc Nwo	1	0.001
Nsfc Of Zhejiang Province	1	0.001
Nsfc Open Research Cruise China Cruises Ship Time Sharing Project Of Nsfc China	1	0.001
Nsfc Open Research Cruise Cruise Shiptime Sharing Project Of The Nsfc	1	0.001
Nsfc Project Basic Science Center For The Tibetan Plateau Earth System Bctes	1	0.001
Nsfc Project Basic Science Centre For Tibetan Plateau Earth System	1	0.001
Nsfc Rcuk Epsrc	1	0.001
Nsfc Research Fellowship For International Young Scientists	1	0.001
Nsfc Rfbr	1	0.001
Nsfc Rfbr Project	1	0.001
Nsfc Rgc Joint Research Scheme Grant	1	0.001
Nsfc Rsf Joint Project	1	0.001
Nsfc Shandong Joint Found For Marine Science Research Center	1	0.001
Nsfc Shandong Joint Found For Marine Science Research Centers	1	0.001
Nsfc Shandong Joint Foundation China	1	0.001
Nsfc Shandong Joint Fund For Marine Science Research Center	1	0.001
Nsfc Shandong Joint Fund Of Marine Science Research Centers Of China	1	0.001
Nsfc Shandong Joint Fund Project China	1	0.001
Nsfc Shandong Joint Research Centers	1	0.001
Nsfc Shangdong	1	0.001
Nsfc Shangdong Province	1	0.001
Nsfc Shangdong Province Joint Fund	1	0.001
Nsfc Special Program	1	0.001
Nsfc Tethys Project	1	0.001
Nsfc Unep	1	0.001
Nsfc Youth Foundation Project	1	0.001
Nsfc Yunnan	1	0.001
Nsfc Zhejiang Joint Fund For The Integration Of Industrialization	1	0.001
Nsfcinnovation Research Group Of Sciences Fund	1	0.001
Nsfcnh2 L	1	0.001
Nsfcshandong Province Joint Fund Project China	1	0.001
Nsfgeo Nerc Via Grant Nerc	1	0.001
Nsfgeo Nerc Via Grant Nsf	1	0.001
Nsfplr	1	0.001
Nsfplr Nerc Grant As Part Of The International Thwaites Glacier Collaboration S Itgc Dominos Project	1	0.001
Nsidc	1	0.001
Nsl National Space Lab Program Through The National Research Foundation Of Korea Ministry Of Education Science And Technology	1	0.001
Nslc Program	1	0.001
Nso	1	0.001
Nsoas	1	0.001
Nsoas Under The Contract Of Specific Project Of Chinese High Resolution Earth Observation System	1	0.001
Nspo Taiwan	1	0.001
Nspo Ucar Ait Tecro Agreement Implementing Arrangement 5	1	0.001
Nss	1	0.001
Nssfc Project	1	0.001
Nstmp Of China	1	0.001
Nsu Lefe Cyber Soforco2	1	0.001
Nsu Mistrals	1	0.001
Nsw Adaptation Research Hub Coastal Processes Node Office Of Environment And Heritage	1	0.001
Nsw Climate Change Fund	1	0.001
Nsw Climate Change Fund Through The Coastal Management Funding Package	1	0.001
Nsw Department Of Natural Resources	1	0.001
Nsw Department Of Planning Industry Environment	1	0.001
Nsw Department Of Primary Industries Nsw Dpi	1	0.001
Nsw Department Of Primary Industry Nsw Dpi	1	0.001
Nsw Department Of Primary Industry Nsw Shark Management Strategy	1	0.001
Nsw Department Or Primary Industries	1	0.001
Nsw Environmental Trust Environmental Research Program	1	0.001
Nsw Government Floodplain Management Grant	1	0.001
Nsw Government Research Attraction And Acceleration Program	1	0.001
Nsw Marine Parks Authority In The Department Of Environment Climate Change And Water	1	0.001
Nsw Office Of Environment And Heritage Citizen Science Infrastructure Grant	1	0.001
Nsw Office Of Science Leveraging Fund	1	0.001
Nsw Office Of The Chief Scientist Engineer Research Attraction Acceleration Program	1	0.001
Nsw Rock Lobster Research And Monitoring Programme Nsw Department Of Primary Industries And Shareholders In The Nsw Rock Lobster Fishery	1	0.001
Nsw Shark Management Strategy	1	0.001
Nsw Slf	1	0.001
Nsw State Government	1	0.001
Nsw State Government Research Acceleration And Attraction Program	1	0.001
Nthmp	1	0.001
Ntnu Center For Autonomous Marine Operations And Systems Through Research Council Of Norway	1	0.001
Ntnu Oceans	1	0.001
Ntu Grant	1	0.001
Ntu Research Center For Future Earth From The Featured Areas Research Center Program	1	0.001
Ntu Research Center For Future Earth From The Featured Areas Research Center Program By The Ministry Of Education In Taiwan	1	0.001
Ntu Research Center For Future Earth From The Featured Areas Research Center Program Within The Framework Of The Higher Education Sprout Project Ministry Of Education In Taiwan	1	0.001
Ntu S Nanyang Environment And Water Research Institute	1	0.001
Nu Instruments Ltd	1	0.001
Nuclear Regulatory Commission	1	0.001
Nuclear Safety Research Program Through The Korea Foundation Of Nuclear Safety Kofons	1	0.001
Nuclear Waste Management Organisation In Finland Posiva Oy Through The Greenland Analogue Project	1	0.001
Nuclear Waste Management Organisation In Sweden Svensk Karnbranslehantering Ab	1	0.001
Nuclear Waste Management Organization Through The Industrial Postgraduate Scholarship Program	1	0.001
Nuclear Waste Management Organizations In Sweden Svensk Karnbranslehantering Ab	1	0.001
Nucleo De Estudos Em Ambientes Costeiros Neac	1	0.001
Nucleo De Pesquisas Em Limnologia Ictiologia E Aquicultura Nupelia Uem	1	0.001
Nucleo Milenio Invasal Anid Millennium Science Initiative	1	0.001
Nucleo Milenio Invasal Iniciativa Cientifica Milenio From Chile S Ministerio De Economia Fomento Y Turismo	1	0.001
Nucleo Sommozzatori Della Polizia Di Stato Of Venice	1	0.001
Nucleus For Ecological Research Of The Mato Grosso Pantanal Nepa	1	0.001
Nudt Scientific Research Project	1	0.001
Nuffic	1	0.001
Nuffic Huygens Award	1	0.001
Nuffield	1	0.001
Nuffield Foundation	1	0.001
Nuist Uor International Research Grant	1	0.001
Numantia	1	0.001
Numerical Modeling Center Of The Korea Meteorological Administration	1	0.001
Nuna Minerals Inc	1	0.001
Nunantar Fundacao Para A Ciencia E A Tecnologia Portugal	1	0.001
Nunantar Project Fundacao Para A Ciencia E A Tecnologia Portugal	1	0.001
Nunataryuk Project	1	0.001
Nunataryuk Project From The European Union S Horizon 2020 Research And Innovation Programme	1	0.001
Nunataryuk Project H2020 Research And Innovation Programme	1	0.001
Nunatsiavut Government	1	0.001
Nunatsiavut Psssp	1	0.001
Nunavut Department Of Economic Development And Transportation	1	0.001
Nunavut Impact Review Board	1	0.001
Nunavut Planning Commission	1	0.001
Nunavut Research Institute	1	0.001
Nunavut Research Institute Nri	1	0.001
Nunavut Water Board	1	0.001
Nunavut Wildlife Management Board Nunavut Wildlife Research Trust	1	0.001
Nunavut Wildlife Management Board Nwmb	1	0.001
Nunavut Wildlife Research Trust Fund	1	0.001
Nurp Grant	1	0.001
Nus Grant	1	0.001
Nutesa	1	0.001
Nve S Fou Project	1	0.001
Nvidia	1	0.001
Nvidia Academic Research Support Program	1	0.001
Nw Climate Science Center	1	0.001
Nwacc	1	0.001
Nwc	1	0.001
Nwmo Canada	1	0.001
Nwo Alw For Vent	1	0.001
Nwo Alw Grant	1	0.001
Nwo Alw Netherlands	1	0.001
Nwo Alw Netherlands Organization Of Scientific Research Earth And Life Sciences Division	1	0.001
Nwo Alw Netherlands Organization Of Scientific Research Earth And Life Sciences Section	1	0.001
Nwo Alw Through Its Innovational Research Incentives Scheme Veni	1	0.001
Nwo And The Technology Program Of The Dutch Ministry Of Economic Affairs	1	0.001
Nwo Exacte Wetenschappen Ew Nwo Physical Sciences Division	1	0.001
Nwo Exactewetenschappen	1	0.001
Nwo Internationalisation In The Earth And Life Sciences Programme	1	0.001
Nwo Large Investment Program Loco	1	0.001
Nwo Nl	1	0.001
Nwo Nnpp	1	0.001
Nwo Npp Grant	1	0.001
Nwo Open Competition Project Scanalogue	1	0.001
Nwo Rfbr Program	1	0.001
Nwo Sron User Support Programme Space Research	1	0.001
Nwo The Netherlands Organization For The Advancement Of Science	1	0.001
Nwo The Netherlands Organization For The Advancement Of Scientific Research	1	0.001
Nwo Through The Vidi Ac2me Project	1	0.001
Nwo Through Vidi Ac2me	1	0.001
Nwo Under The E Musc Project	1	0.001
Nwo User Support Programme Space Research	1	0.001
Nwo User Support Programme Space Research In The Netherlands	1	0.001
Nwo Utrecht	1	0.001
Nwo Via The Loco Investment Programme	1	0.001
Nwo Via The Seawad Project	1	0.001
Nwo Vidi Netherlands Grant	1	0.001
Nwo Within The Framework Of The Urbanizing Deltas Of The World Program	1	0.001
Nwo Wotro S Urbanizing Deltas In The World Program	1	0.001
Nwo Wotro S Urbanizing Deltas In The World Programme	1	0.001
Nwo Wotro Urbanizing Deltas Of The World 1 Udw1	1	0.001
Nwo Zko Grant Effects Of Underwater Noise On Fish And Marine Mammals In The North Sea	1	0.001
Nwoce Nordic Woce Nordic Council	1	0.001
Nwp Satellite Application Facility	1	0.001
Ny State Empire State Development S Division Of Science Technology And Innovation Nystar Through Focus Center Ny Rpi Contract	1	0.001
Nysdec Nerrs Science Collaborative	1	0.001
Nyu Abu Dhabi	1	0.001
Nyu Abu Dhabi Center For Global Sea Level Change	1	0.001
Nyu Abu Dhabi Institute	1	0.001
Nyu Abu Dhabi Research Institute In The Uae	1	0.001
Nyu Abu Dhabi S Center For Global Sea Level Change	1	0.001
Nyu Abu Dhabi Water Research Center Grant	1	0.001
Nyu Dean S Dissertation Fellowship	1	0.001
Nyu Ecnu Institute Of Physics At Nyu Shanghai	1	0.001
Nyu Research Challenge Grant	1	0.001
Nyuad Center For Global Sea Level Change Project	1	0.001
Nyuad Research Institute	1	0.001
Nz Antarctic Research Institute Type A	1	0.001
Nz Deep South National Science Challenge	1	0.001
Nz Earthquake Commission	1	0.001
Nz Foundation For Research Science And Technology Subcontracts From Gns Science	1	0.001
Nz Fulbright Programme Fellowship	1	0.001
Nz Government	1	0.001
Nz Government Mbie	1	0.001
Nz Government Oceans Grant	1	0.001
Nz Government Strategic Science Investment Fund	1	0.001
Nz Mbie Endeavor Fund Grant	1	0.001
Nz Ministry For Science And Innovation The Foundation For Research Science And Technology Through The Gns Science New Zealand Geological Hazards And Society Programme	1	0.001
Nz Ministry Of Business Innovation And Employment Mbie Endeavour Fund Hikurangi Subduction Earthquakes And Slip Behavior Strategic Science Investment Fund Ssif	1	0.001
Nz Ministry Of Business Innovation And Employment Under Strategic Science Investment Fund National Institute Of Water And Atmospheric Research	1	0.001
Nz Ministry Of Primary Industries	1	0.001
Nz Ministry Of Science And Innovation	1	0.001
Nz Natural Hazards Platform	1	0.001
Nz Natural Hazards Research Platform	1	0.001
Nz Natural Hazards Research Platform Grant	1	0.001
Nz Rock Lobster Industry Council	1	0.001
Nz Rock Lobster Industry Council Ltd	1	0.001
Nz Searise Endeavour Project Through Victoria University Of Wellington	1	0.001
Nz Searise Programme Ministry Of Business Innovation And Employment	1	0.001
Nz Searise Project A Ministry Of Business Innovation And Employment Endeavour Fund Research Programme	1	0.001
Nz Universities Grants Committee	1	0.001
Nzari Grant Past And Future Deformation Of The Ross Ice Shelf	1	0.001
Nzari Project	1	0.001
Nzidrs New Zealand	1	0.001
Nzoi Niwa	1	0.001
O K Earl Fellowship In The Division Of Geological And Planetary Sciences At California Institute Of Technology	1	0.001
O K Earl Postdoctoral Fellowship	1	0.001
O Mascot Project Of Incois Moes Govt Of India	1	0.001
O Shieh S Nsf Graduate Research Fellowship	1	0.001
Oaa Alaska Fisheries Science Center National Marine Mammal Laboratory Afsc Nmml	1	0.001
Oaa Climate Observations And Monitoring Com Program	1	0.001
Oak Family Foundation	1	0.001
Oak Ridge Associate Universities Through Nasa	1	0.001
Oak Ridge Institute For Science And Education Orise	1	0.001
Oak Ridge Institute For Science And Technology	1	0.001
Oak Ridge Leadership Computing Facility At Ornl Via The Office Of Science Under Doe	1	0.001
Oak Ridge Leadership Computing Facility At The Oak Ridge National Laboratory U S Doe Under An Ascr Leadership Computing Challenge Alcc Award	1	0.001
Oak Ridge Leadership Computing Facility Located In The National Center For Computational Sciences At Oak Ridge National Laboratory Office Of Science Ber Of The Department Of Energy	1	0.001
Oak Ridge National Lab Research	1	0.001
Oak Ridge National Laboratory Jdrd	1	0.001
Oak Ridge National Laboratory Ornl	1	0.001
Oak Ridge National Laboratory San Diego Super Computer Center	1	0.001
Oamaru Blue Penguin Colony	1	0.001
Oasis	1	0.001
Oasis Optimizing Access To Spot Infrastructure For Science	1	0.001
Oasis Project Of The Rihn Kyoto Japan	1	0.001
Obal Leal	1	0.001
Oberlin College	1	0.001
Obermeyer Planen Beraten Gmbh Germany	1	0.001
Oblady Project French National Program Lefe Insu	1	0.001
Observatoire De La Cote Aquitaine	1	0.001
Observatoire De Recherche En Environnement Hybam Insu	1	0.001
Observatoire Des Mammiferes Explorateurs Du Milieu Oceanique	1	0.001
Observatoire Des Sciences De L Univers De Grenoble	1	0.001
Observatoire Des Sciences De L Univers Efluve	1	0.001
Observatoire Des Sciences De L Univers Nantes Atlantique Osuna	1	0.001
Observatoire Des Sciences De L Univers Theta Franche Comt Bourgogne France	1	0.001
Observatoire Des Sciences De L Univers Theta Franche Comte Bourgogne France	1	0.001
Observatoire Homme Milieu Nunavik Ohmi	1	0.001
Observatoire Hommes Milieux Vallee Du Rhone Ohm Vr Of The Labex Driihm	1	0.001
Observatoire Midi Pyrenees Omp	1	0.001
Observatoire Thonier Of Ird	1	0.001
Observatorio Ambinetal Of The Ministerio De Medio Ambiente Y Recursos Naturales Marn In San Salvador	1	0.001
Observatorio Del Agua Y Cambio Global Oacg Under Ucr Grant	1	0.001
Observatorio Vulcanologico Y Sismologico De Costa Rica Ovsicori Una	1	0.001
Observatory Midi Pyrenean	1	0.001
Observatory Of Paris	1	0.001
Observatory Of The Dynamics Of Interactions Between Societies And Environment In The Amazon Odyssea	1	0.001
Obsismer Program For Earthquake Monitoring	1	0.001
Obsismer Programme For Earthquake Monitoring	1	0.001
Oca	1	0.001
Ocat Bm Fapesp	1	0.001
Ocb	1	0.001
Occam	1	0.001
Occapa Ocean Chimate Change Analyses Projections And Adaptation Through Kiost	1	0.001
Occidental	1	0.001
Occidental College Undergraduate Research Center	1	0.001
Occidental Petroleum	1	0.001
Occitanie	1	0.001
Occitanie Pyreneesmediterranee Region Montpellier Mediterranean Metropole	1	0.001
Oce 121315	1	0.001
Oce Divisions	1	0.001
Oce Odp	1	0.001
Oce Postdoctoral Fellowship Program	1	0.001
Ocean 2025 Programme	1	0.001
Ocean Acidification Flagship Within Fram High North Centre For Climate And The Environment Norway	1	0.001
Ocean Acidification International Coordination Centre Through The International Atomic Energy Agency	1	0.001
