Funding Agencies	Record Count	% of 8,505
Ocean Foundation	1	0.012
Ocean Frontier Institute	1	0.012
Ocean Public Welfare Industry Research Special Of China	1	0.012
Ocean Renewable Energy Special Fund Project Of State Oceanic Administration	1	0.012
Ocean Renewable Energy Special Fund Project Of The State Oceanic Administration Of China	1	0.012
Ocean Surface Topography Mission Ostm Projects	1	0.012
Ocean Surface Topography Program Of The National Aeronautics And Space Administration	1	0.012
Ocean Surface Topography Science Team Ostst Foam Project	1	0.012
Ocean Surface Topography Science Team Through Nasa	1	0.012
Ocean Surveying Application Of Satellite From Ministry Of Natural Resources	1	0.012
Ocean Take Up From Sentinel 3 Lotus	1	0.012
Ocean Tracking Network Otn	1	0.012
Ocean Vector Winds Science Teams	1	0.012
Oceanext Contract	1	0.012
Oceanic Observatory Of Madeira	1	0.012
Oceanographic Modeling And Observation Network A Brazilian Initiative On Operational Oceanography	1	0.012
Oceanography At Uri	1	0.012
Oceanography Department Diponegoro University	1	0.012
Oceanography Department Of The University Of Cape Town Uct	1	0.012
Oceans Coasts Research Branch Of The South African Department Of Environment Foresty And Fisheries Deff	1	0.012
Oceans Coasts Research Branch Of The South African Department Of Environmental Affairs Dea	1	0.012
Oceans Flagship And The Australian Climate Change Science Program Accsp	1	0.012
Oceans Melting Greenland Mission	1	0.012
Oceantech	1	0.012
Octave Development Community	1	0.012
Office Of Energy Research And Development	1	0.012
Office Of Energy Research And Development Oerd Programs	1	0.012
Office Of Energy Research And Development Of Canada	1	0.012
Office Of Environment And Heritage New South Wales	1	0.012
Office Of Naval Reseach	1	0.012
Office Of Naval Research As Part Of The Naval Research Laboratory S Basic Research Project Slope To Shelf Energetics And Exchange Dynamics Seed	1	0.012
Office Of Naval Research Nrl Program Elements	1	0.012
Office Of Naval Research Onr As A Part Of The Project Coupled Process Studies And Numerical Simulations Of Channel Sand Dynamics In Tide Dominated River Channels A Mekong Delta Case Study	1	0.012
Office Of Naval Research Onr Through The Earth Systems Prediction Capability	1	0.012
Office Of Naval Research Physical Oceanography	1	0.012
Office Of Naval Research Through Irregular Multiresolution Database Algorithm Base Program Project At The Naval Research Laboratory	1	0.012
Office Of Naval Research Under The National Oceanography Partner Program	1	0.012
Office Of Polar Programs Of The Us National Science Foundation	1	0.012
Office Of Research And Applications Of The National Oceanic And Atmospheric Administration Noaa	1	0.012
Office Of Science Of The U S Department Of Energy Earth System Modeling Program Through The Accelerated Climate Modeling For Energy Acme Project	1	0.012
Office Of Sponsored Research At Kaust Under The Virtual Red Sea Initiative	1	0.012
Office Of Sponsored Research At Kaust Virtual Red Sea Initiative	1	0.012
Office Of Sponsored Research Osr At King Abdullah University Of Science And Technology Kaust Under The Competitive Research Grants Crg Program	1	0.012
Offshore Environmental Factor Program Of The Federal Program For Energy Research And Development Perd	1	0.012
Offshore Platform Construction Of Ocean Engineering Institute Of Tianjin University	1	0.012
Ofi	1	0.012
Ohio State University S Climate Water And Carbon Cwc Program	1	0.012
Old Dominion University S Climate Change And Sea Level Rise Initiative	1	0.012
Omp Through Ao1 Upee	1	0.012
One Belt And One Road Key Regional Geographic Information Resource Construction And Maintenance Update	1	0.012
One Thousand Talents Program Of China	1	0.012
Onera	1	0.012
Ones Centre National D Etude Spatiale	1	0.012
Onr 6 1	1	0.012
Onr Arctic Grants	1	0.012
Onr Cblast Program	1	0.012
Onr Direct Research Initiative Northern Arabian Sea Circulation Autonomous Research Projects	1	0.012
Onr Global Grant	1	0.012
Onr Grant At The University Of Washington	1	0.012
Onr Grants	1	0.012
Onr Itop Program	1	0.012
Onr Nascar Northern Arabian Sea Circulation Autonomous Research Award	1	0.012
Onr Project Flow Encountering Abrupt Topography Fleat	1	0.012
Onr Project Origins Of The Kuroshio And Mindanao Current	1	0.012
Onr Stratified Ocean Dynamics Of The Arctic	1	0.012
Ontario Innovation Trust	1	0.012
Ontario Research Fund	1	0.012
Ontario Research Fund Research Excellence	1	0.012
Open Call For R D Activities In The Framework The Myocean Project Eu	1	0.012
Open Foundation Of Key Laboratory Of Marine Environmental Survey Technology And Application Ministry Of Natural Resource	1	0.012
Open Foundation Of State Key Laboratory Of Remote Sensing Science	1	0.012
Open Foundation Of Technology Innovation Center For Marine Information Ministry Of Natural Resources	1	0.012
Open Foundation Of The Key Laboratory Of Data Analysis And Applications State Oceanic Administration	1	0.012
Open Foundation Of The Key Laboratory Of Land Use Ministry Of Land And Resources China	1	0.012
Open Fund From State Key Laboratory Of Remote Sensing Science Chinese Academy Of Sciences	1	0.012
Open Fund In Kldg Igg	1	0.012
Open Fund Of Key Laboratory Of Geospace Environment And Geodesy Ministry Of Education Wuhan University	1	0.012
Open Fund Of Key Laboratory Of Marine Environmental Information Technology	1	0.012
Open Fund Of Key Laboratory Of Marine Environmental Survey Technology And Application Ministry Of Natural Resource	1	0.012
Open Fund Of Key Laboratory Of Resources Remote Sensing And Digital Agriculture Moa	1	0.012
Open Fund Of Key Laboratory Of Space Utilization Chinese Academy Of Sciences	1	0.012
Open Fund Of Key Laboratory Ofocean Circulation And Waves Institute Of Oceanology Chinese Academy Of Sciences	1	0.012
Open Fund Of State Key Laboratory Of Geodesy And Earth S Dynamics	1	0.012
Open Fund Of State Key Laboratory Of Satellite Ocean Environment Dynamics Second Institute Of Oceanography Mnr	1	0.012
Open Fund Of The Jiangsu Key Laboratory Of Coast Ocean Resources Development And Environment Security	1	0.012
Open Fund Of The Key Laboratory Of Geographic Information Science Ministry Of Education East China Normal University	1	0.012
Open Fund Of The Key Laboratory Of Marine Geology And Environment Chinese Academy Of Sciences	1	0.012
Open Fund Of The State Key Laboratory Of Satellite Ocean Environment Dynamics	1	0.012
Open Fund Of The State Key Laboratory Of Satellite Ocean Environment Dynamics At The Second Institute Of Oceanography Soa	1	0.012
Open Fund Project Of The State Key Laboratory Of Geographic Information Engineering	1	0.012
Open Funding Of Jiangsu Key Laboratory Of Coast Ocean Resources Development And Environment Security Hohai University	1	0.012
Open Funds Of State Key Laboratory Of Satellite Ocean Environment Dynamics	1	0.012
Open Research Foundation Of The Key Laboratory Of Geospace Environment And Geodesy The Ministry Of Education Wuhan University	1	0.012
Open Research Foundation Of The Key Laboratory Of Water Sediment Sciences And Water Disaster Prevention Of Hunan Province	1	0.012
Open Research Foundation Of The Qian Xuesen Laboratory Of Space Technology Cast	1	0.012
Open Research Foundation Of The State Key Laboratory Of Coastal And Offshore Engineering Dalian University Of Technology	1	0.012
Open Research Fund Of Key Laboratory Of Atmospheric Composition And Optical Radiation Of Chinese Academy Of Sciences	1	0.012
Open Research Fund Of Key Laboratory Of Tibetan Environmental Changes And Land Surface Processes Chinese Academy Of Sciences	1	0.012
Open Research Fund Of Key Laboratory Of Tibetan Environmental Changes And Land Surface Processes In Cas	1	0.012
Open Research Fund Of Qian Xuesen Laboratory Of Space Technology Cast	1	0.012
Open Research Fund Of State Key Laboratory Of Information Engineering In Surveying Mapping And Remote Sensing Wuhan University	1	0.012
Open Research Fund Of State Key Laboratory Of Simulation And Regulation Of Water Cycle In River Basin China Institute Of Water Resources And Hydropower Research	1	0.012
Open Research Fund Of The Jiangsu Key Laboratory Of Coast Ocean Resources Development And Environment Security Hohai University	1	0.012
Open Research Fund Of The State Key Laboratory Of Estuarine And Coastal Research	1	0.012
Open Research Fund Of The State Key Laboratory Of Information Engineering In Surveying Mapping And Remote Sensing	1	0.012
Open Research Fund Program Of Guangdong Key Laboratory Of Ocean Remote Sensing South China Sea Institute Of Oceanology Chinese Academy Of Sciences	1	0.012
Open Research Fund Program Of State Key Laboratory Of Geodesy And Earth S Dynamics	1	0.012
Open Research Program Of Key Laboratory Of Marine Environmental Survey Technology And Application Ministry Of Natural Resources	1	0.012
Open University Faculty Of Science Technology Engineering And Mathematics	1	0.012
Opening Fund Of Key Laboratory Of Poyang Lake Wetland And Watershed Research Jiangxi Normal University	1	0.012
Opening Fund Of Key Laboratory Of Poyang Lake Wetland And Watershed Research Jiangxi Normal University Ministry Of Education	1	0.012
Opening Fund Of Shandong Provincial Key Laboratory Of Ocean Engineering	1	0.012
Opening Fund Of State Key Laboratory Of Lunar And Planetary Sciences Macau University Of Science And Technology Macau Fdct	1	0.012
Opening Project Of Key Laboratory Of Marine Environmental Information Technology	1	0.012
Opening Project Of Scientific Observing And Experimental Station Of Fishery Remote Sensing Of Ministry Of Agriculture Of China	1	0.012
Opening Project Of Shanghai Key Laboratory Of Space Navigation Of Positioning Techniques	1	0.012
Operational Program Italia Malta	1	0.012
Orange County Sanitation District	1	0.012
Orbiter And Radiometric Systems Group At Nasa Jet Propulsion Laboratory	1	0.012
Oregon State University Osu National Oceanic And Atmospheric Administration Noaa	1	0.012
Organisation Friends Of Vatnajokull	1	0.012
Osso Blue	1	0.012
Ost St Variability Of Terrestrial Freshwater Storage In The Tropics From Multi Satellite Observations	1	0.012
Ostm At Jpl	1	0.012
Ostst	1	0.012
Ostst Cnes Tosca Grant	1	0.012
Ostst Science Team	1	0.012
Ostst Tosca Insu Scientific Funding	1	0.012
Otn	1	0.012
Outstanding Innovative Talent Programme Of Hohai University	1	0.012
Outstanding Youth Fund Of The China Academy Of Space Technology	1	0.012
Outstanding Youth Fundation Of The China Academy Of Space Technology	1	0.012
Ovalie Project From Esa Living Planet Fellowship	1	0.012
P P Shirshov Institute Of Oceanology Ras	1	0.012
P P Shirshov Institute Of Oceanology Ras Russian Academy Of Sciences	1	0.012
Pacific Boundary Ecosystem And Climate Project	1	0.012
Pan American Institute For Geography And History Paigh	1	0.012
Pangasinan State University	1	0.012
Papd Priority Academic Program Development Of Jiangsu Provincial Universities	1	0.012
Papd Program	1	0.012
Papd Project	1	0.012
Parthenope University Individual And Group Research Funds	1	0.012
Pcamrd Dost Pacsea Program	1	0.012
Pea	1	0.012
Pemex Exploracion Y Produccion	1	0.012
Pemex Under Cicese Pemex Sap	1	0.012
Penzance Endowed Fund In Support Of Assistant Scientists At The Woods Hole Oceanographic Institution	1	0.012
People Trust For Endangered Species For Uruguay	1	0.012
Permanent Service For Mean Sea Level	1	0.012
Perseus	1	0.012
Perseus Eu	1	0.012
Perseus Fp7 Project	1	0.012
Perseus Fp7 Projects	1	0.012
Perseus Project	1	0.012
Petroleo Brasileiro S A Petrobras	1	0.012
Pfizer	1	0.012
Ph D Program In Environmental Science	1	0.012
Phase A Study Of The Esa Project Gnss Reflectometry Radio Occultation And Scatterometry On Board Iss Geros Iss	1	0.012
Phd Fellowship From The Vietnam International Education Development 911 Project	1	0.012
Phd Study At Delft University Of Technology Tu Delft	1	0.012
Phillip Leverhulme Prize	1	0.012
Phillip Leverhulme Prize Award	1	0.012
Phod	1	0.012
Physical Oceanography Distributed Active Archive Center	1	0.012
Physical Oceanography Division Phod Of Noaa S Aoml	1	0.012
Physical Oceanography Po And Modeling Analysis And Prediction Map Programs	1	0.012
Physical Oceanography Program At The National Science Foundation	1	0.012
Physical Oceanography Program Of The U S Nsf	1	0.012
Pics Projet International De Cooperation Scientifique	1	0.012
Piddef	1	0.012
Pilot National Laboratory For Marine Science And Technology Qingdao Foundation	1	0.012
Pioneer Hundred Talents Program	1	0.012
Pirata Project	1	0.012
Pirate Project Centre National D Etudes Spatiales Cnes Through The Ocean Surface Topography Science Team Ost St	1	0.012
Plymouth Marine Laboratory And The National Oceanography Centre Southampton	1	0.012
Pnts	1	0.012
Po Cro European Social Fund	1	0.012
Poi Febras Program Mathematical Simulation And Analysis Of Dynamical Processes In The Ocean	1	0.012
Poi Febras Project	1	0.012
Polar Expedition Office Of The State Oceanic Administration Of China	1	0.012
Pole Metropolitain Cote D Opale De La Region Hauts De France	1	0.012
Polish National Center Of Science Ncn	1	0.012
Polish National Science Centre Ncn	1	0.012
Polish National Science Foundation Ncn	1	0.012
Pontificia Universidad Catolica De Valparaiso	1	0.012
Population Outbreak Of Marine Life Pomal Of The Ministry Of Agriculture Forestry And Fisheries In Japan	1	0.012
Portuguese Funding Agency Fundacao Para A Ciencia E Tecnologia Fct	1	0.012
Portuguese Funds Through The Foundation For Science And Technology Fct Under The Laeta	1	0.012
Portuguese Navy	1	0.012
Posgrado En Ciencias Del Mar Y Limnologia At Universidad Nacional Autonoma De Mexico	1	0.012
Postdoctoral Fondecyt 586	1	0.012
Postdoctoral Innovation Position In Hubei Province	1	0.012
Postdoctoral Scholar Program At The Woods Hole Oceanographic Institution	1	0.012
Postdoctoral Science Foundation Of Qingdao	1	0.012
Powerchina International Limited	1	0.012
Pre Swot Project	1	0.012
Prefetcura Naval Argentina	1	0.012
President Grants For Government Support Of Young Russian Scientists	1	0.012
President S Fund Program	1	0.012
President S Phd Scholarship	1	0.012
Prezidium Of The Far Eastern Branch Of The Ras	1	0.012
Prince Albert Ii De Monaco Foundation	1	0.012
Prince Of Songkla University Hat Yai Thailand	1	0.012
Princeton Aos	1	0.012
Princeton Environmental Institute At Princeton University Through The Smith Newton Scholars Program	1	0.012
Princeton University	1	0.012
Priority Academic Program Development Of Jiangsu Higher Education Institutions Of China	1	0.012
Priority Academic Programme Development Of Jiangsu Higher Education Institutions	1	0.012
Priority Program 1257 Mass Transport And Mass Distribution In The System Earth Of The Deutsche Forschungsgemeinschaft Dfg	1	0.012
Prodex	1	0.012
Product And Application Of The Typical Scientific Factors Of The One Three Five Project Of Chinese Academy Of Sciences	1	0.012
Professional Human Resource Training Project Of Korea Maritime And Ocean University In The Kmou Kiost Ocean Science And Technology	1	0.012
Progetto Bandiera Ritmare Ricerca Italiana Per Il Mare	1	0.012
Program Earth And Marine Sciences University Of Cadiz Spain	1	0.012
Program For Bingwei Excellent Talents In Institute Of Geographic Sciences And Natural Resources Research	1	0.012
Program For Innovation Research And Entrepreneurship Teams In Jiangsu Province	1	0.012
Program For National Key Technology Research And Development	1	0.012
Program For National Nature Science Foundation	1	0.012
Program For State Key Laboratory Of Cryospheric Sciences	1	0.012
Program For The Specialized Research Fund For The Doctoral Program Of Higher Education Of China	1	0.012
Program For The Youth Innovation Promotion Association Of The Chinese Academy Of Sciences	1	0.012
Program For University Natural Sciences Research Project Of Anhui Educational Committee	1	0.012
Program Fundamental Problems Of Nonlinear Dynamics Of The Russian Academy Of Sciences	1	0.012
Program Lefe Cyber Of The Insu Institut National Des Sciences De L Univers	1	0.012
Program Lefe Idao Of The Insu Institut National Des Sciences De L Univers	1	0.012
Program Of Energy Research And Development Canada	1	0.012
Program Of High Resolution Images Surveying And Mapping Application System Phase Ii	1	0.012
Program Of International S T Cooperation Of China	1	0.012
Program Of Shanghai Academic Research Leader	1	0.012
Program Terre Ocean Surfaces Continentales Et Atmosphere Tosca	1	0.012
Program Terre Ocean Surfaces Continentales Et Atmosphere Tosca France	1	0.012
Programa Antartico Brasileiro Proantar	1	0.012
Programa De Investigacion Y Desarrollo Para La Defensa	1	0.012
Programa De Mejoramiento Al Profesorado Promep Sep	1	0.012
Programa Operativo De Cooperacion Transfronteriza Espana Portugal Poctep	1	0.012
Programma Naar Een Rijke Waddenzee	1	0.012
Programma Nazionale Di Ricerche In Antartide Pnra	1	0.012
Programme For Research In Third Level Institutions Prtli	1	0.012
Programme National Dorsales	1	0.012
Programme National En Teledetection Spatiale Pnts	1	0.012
Programme Of The Netherlands Earth System Science Centre Nessc	1	0.012
Project Ageostrophic Vorticity Dynamics Of The Ocean	1	0.012
Project Ageostrophic Vorticity Dynamics Of The Ocean Onr	1	0.012
Project Agora Of The Spanish Ministry Of Economy And Competitiveness	1	0.012
Project Aplicaciones Avanzadas En Radio Ocultaciones Y Dispersometria Utilizando Senales Gnss Y Otras Senales De Oportunidad Of The Spanish Ministerio De Ciencia E Innovacion Micinn	1	0.012
Project Caat European Union Through European Structural And Investment Funds 2014 2020	1	0.012
Project Called Monitoring And Prediction Of Marine And Atmospheric Environment Changes In The East Asia Of The Research Institute Of Applied Mechanics Riam Kyushu University	1	0.012
Project Carbama Carbon Biogeochemistry And Atmospheric Exchanges In The Amazon River System	1	0.012
Project Comfort Under The European Union S Horizon 2020 Research And Innovation Programme	1	0.012
Project Cryosat Antarctica	1	0.012
Project Development And Testing Of Target Detection Software Based On Gnss Radiation Source Of The Beihang Jinhua Beidou Application Research Institute	1	0.012
Project Eddy Resolving Global Ocean Prediction Including Tides	1	0.012
Project Entitled Ocean Climate Change Analysis Projections Adaptation Occapa Ministry Of Land Transport And Maritime Affairs Korea	1	0.012
Project For Creative Research From Guangdong Water Resources Department Grant 2019	1	0.012
Project Global And Remote Littoral Forcing In Global Ocean Models	1	0.012
Project Global And Remote Littoral Forcing In Global Ocean Models Onr	1	0.012
Project Hazadr Ipa Adriatic Crossborder Cooperation 2007 2013	1	0.012
Project Hidrolab European Union Through European Structural And Investment Funds 2014 2020	1	0.012
Project Influencia De Remolinos De Mesoescala Sobre Habitats De Larvas De Peces Conenfasis En Especies De Importancia Comercial En La Zona De Minimo De Oxigeno Del Oceano Pacifico Frente A Mexico Oceano Abierto Y Efectos De Islas	1	0.012
Project Jeune Equipe Associee A L Ird Re Ponse Du Littoral Camerounais Aux Forc Ages Oceaniques Multi Echelles Jeairelifome From The University Of Douala	1	0.012
Project Marine Strategy Of The Italian Ministry Of Environment	1	0.012
Project Mhyzpa Modelisation De L Hydrologie Des Zones D Inondation De La Plaine Centrale Amazonienne	1	0.012
Project Modelacion Biofisica Del Jurel En El Pacifico Suroriental Y Su Impacto En La Actividad Pesquera Chilena Pai Program Conicyt Chile	1	0.012
Project Myocean 2 Eu Fp7	1	0.012
Project Myocean2	1	0.012
Project Nerc Earth Observation Data Acquisition And Analysis Service Neodaas	1	0.012
Project Of Comprehensive Evaluation Of Polar Areas On Global And Regional Climate Changes	1	0.012
Project Of Enhancing School With Innovation Of Guangdong Ocean University	1	0.012
Project Of Esa Most Dragon 3 Cooperation Programme	1	0.012
Project Of Innovation Driven Plan Of Central South University	1	0.012
Project Of Major Special Research Projects Of The High Resolution Earth Observation System Civil Part	1	0.012
Project Of Science And Technology Development Of Guangdong Academy Of Sciences	1	0.012
Project Of Shandong Province Higher Educational Science And Technology Program	1	0.012
Project Of Shandong Province Higher Educational Youth Innovation Science And Technology Program	1	0.012
Project Of State Key Laboratory Of Satellite Ocean Environment Dynamics Sio	1	0.012
Project Of State Key Laboratory Of Tropical Oceanography	1	0.012
Project Of The National Basic Research Program Of China	1	0.012
Project Of The State Key Laboratory Of Satellite Ocean Environment Dynamics	1	0.012
Project Of The State Key Laboratory Of Satellite Ocean Environment Dynamics Sio	1	0.012
Project Of Wuhan Science And Technology Bureau	1	0.012
Project On Glaciology Of The Pnra Miur	1	0.012
Project Polar Snow	1	0.012
Project Pon Ricerca E Innovazione 20142020 A I 2 Mobilita Dei Ricercatori	1	0.012
Project Radar Altimeter Detection Of Internal Solitary Waves In The Ocean As Part Of The Ocean Surface Topography Science Team	1	0.012
Project Radar Altimeter Detection Of Internal Solitary Waves In The Ocean As Part Of The Ocean Surface Topography Science Team In The Frame Of The Cnes Eumetsat Research Announcement	1	0.012
Project Radiation And Rainfall U K National Center For Earth Observation	1	0.012
Project Ritmare Italian Ministry Of University And Research	1	0.012
Project Sensing And Predicting Underwater Noise Using Robotic Platforms And Forecast Models For Maritime Isr Nato Allied Command Transformation Act	1	0.012
Project Sensor Performance Product And Algorithms Sppa Maintenance And Operations Of The Earth Observation Payload Data System Cn5	1	0.012
Project Solar Portuguese Foundation For Science And Technology Fct	1	0.012
Project Space Borne Observations For Detecting And Forecasting Sea Ice Cover Extremes Spices European Union S Horizon 2020 Programme	1	0.012
Project Spot Sensing With Pioneering Opportunistic Techniques	1	0.012
Project Study Of Air Sea Interaction And Process Of Ri Typhoon Ministry Of Oceans And Fisheries	1	0.012
Project Tic Moc Spanish R D Program	1	0.012
Project Titled Study On Air Sea Interaction And Process Of Rapidly Intensifying Typhoon In The Northwestern Pacific Ministry Of Oceans And Fisheries Korea	1	0.012
Project Turnkey Transforming Underutilised Renewable Natural Resource Into Key Energy Yields Of The Atlantic Area Transnational Cooperation Programme	1	0.012
Project Vite Vineyard Terraced Landscapes Understanding The Environmental Constraints To Improve Sustainable Managements Linda Scattolin Research Program At Tesaf Department Of The University Of Padova Italy	1	0.012
Projects Of Institute Of Marine Industry Technology Of Liaoning Universities	1	0.012
Projects Titled Research For Applications Of Geostationary Ocean Color Imager Goci Ministry Of Oceans And Fisheries Korea	1	0.012
Projet Samoc	1	0.012
Prometeo Project Of The Regione Campania Italy University Of Naples Parthenope	1	0.012
Promice And Glaciobasis	1	0.012
Promises	1	0.012
Proof	1	0.012
Prototype Maintenance Support	1	0.012
Province Of Alberta	1	0.012
Provincial Science And Technology Innovation Development Project Of China Meteorological Administration	1	0.012
Public Benefic Scientific Research Project Of China	1	0.012
Public Benefit Technique Research And Social Development Key Program Of The Science Technology Department Of Zhejiang Province China	1	0.012
Public Ocean Science And Technology Research Funds	1	0.012
Public Science And Technology Research Funds Of The Ocean	1	0.012
Public Science And Technology Research Funds Projects Of Ocean Of China	1	0.012
Public Science And Technology Research Funds Projects Of Ocean Of State Oceanic Administration People S Republic Of China	1	0.012
Public Science And Technology Research Funds Projects Of Survey China	1	0.012
Public Welfare Project Of Surveying And Mapping Industry	1	0.012
Puerto Deseado Crew	1	0.012
Pwssc Project	1	0.012
Qian Xuesen Lab Dfh Sat	1	0.012
Qian Xuesen Laboratory Dfh Satalite Company Ltd	1	0.012
Qian Xuesen Laboratory Of Space Technology Cast	1	0.012
Qianren Project	1	0.012
Qingdao National Laboratory For Marine Science	1	0.012
Qingdao National Laboratory For Marine Science And Technology Of China	1	0.012
Qingdao National Laboratory For Marine Science And Technology Qnlm	1	0.012
Qingdao Pilot National Laboratory For Marine Science And Technology	1	0.012
Qms Phd Program	1	0.012
Quebec Ocean	1	0.012
R I Team Support Program	1	0.012
R I Team Support Program And Graduate Innovation Fund Of Sdust China	1	0.012
R I Team Support Program And The Graduate Sci And Tech Innovation Foundation Of Sdust China	1	0.012
R I Team Supporting Program And Graduate Sci Tech Innovation Fund Of Sdust China	1	0.012
Radi Under The Wei Liu S Project	1	0.012
Raia	1	0.012
Rami Project A Regional Doctoral Schoolin The Indian Ocean Zone Under The Horizons Francophones Programme Of The Auf Agence Universitaire De La Francophonie	1	0.012
Ramon Y Cajal Contract Spanish Ministry Of Science And Innovation	1	0.012
Rapid Response	1	0.012
Real Goce	1	0.012
Reef Of The State Bureau Of Surveying And Mapping	1	0.012
Regents Faculty Fellowship	1	0.012
Region Bretagne Through L Allocations De Recherche Doctorale Ared	1	0.012
Region Hauts De France	1	0.012
Region Nouvelle Aquitaine	1	0.012
Regional And Global Climate Modeling Program Of The Us Department Of Energy Office Of Science	1	0.012
Regional And Global Model Analysis Component Of The Earth And Environmental System Modeling Program Of The Us Department Of Energy S Office Of Biological Environmental Research Via National Science Foundation	1	0.012
Regional And Global Model Analysis Rgma Component Of The Earth And Environmental System Modeling Program Of The U S Department Of Energy S Office Of Biological And Environmental Research Ber Via National Science Foundation	1	0.012
Regional And Global Model Analysis Rgma Component Of The Earth And Environmental System Modeling Program Of The U S Department Of Energy S Office Of Biological Environmental Research Ber Via National Science Foundation	1	0.012
Regional Climate Change Initiative Reklim Of The Helmholtz Association	1	0.012
Regional Differensiert Arbeidsgiveravgift Rda Troms County	1	0.012
Regione Liguria Asse Iv Capitale Umano Human Capital	1	0.012
Reklim German Project	1	0.012
Remote Sensing Center Of The French National Research Institute Of Science And Technology For Environment And Agriculture Irstea	1	0.012
Remote Sensing Department Of Marine Hydrophysical Under Faso	1	0.012
Research And Development Operational Programme Erdf	1	0.012
Research And Educational Human Resources For Innovative Russia	1	0.012
Research Associateship	1	0.012
Research Computing Services Of The University Of Melbourne	1	0.012
Research Connections Grant From Australian Department Of Industry Innovation And Science	1	0.012
Research Council Of Norway Program For Space Research Romforskning	1	0.012
Research Council Of Norway Project Jetstream	1	0.012
Research Council Of Norway Through Its Centers Of Excellence Funding Scheme	1	0.012
Research Council Of Norway Through The Project Faroe Bank Channel Overflow Dynamics And Mixing	1	0.012
Research Experience For Undergraduate	1	0.012
Research For Application Of Ieodo Ocean Research Station Korea Hydrographic And Oceanographic Agency Korea	1	0.012
Research Grant Of Curtin International Postgraduate Research Scholarships Ciprs Ord Scholarship	1	0.012
Research Grant St Petersburg State University	1	0.012
Research Grants Of Science And Technology Commission Of Shanghai Municipality	1	0.012
Research Infrastructure Ir Data Terra	1	0.012
Research Innovation Program For College Graduates Of Jiangsu Province	1	0.012
Research Institute For Sustainable Urban Development Of Hong Kong Polytechnic University	1	0.012
Research Institute Of Sustainable Urban Development Hong Kong Polytechnic University	1	0.012
Research Institute Of The University Of Bucharest	1	0.012
Research Ministry Of French Polynesia	1	0.012
Research Office Of The Sharif University Of Technology Iran	1	0.012
Research On Satellite Observation Systems And Application Schemes For The Fine And Fast Stereo Monitoring Of Land Space Project By The Innovative Youth Talents Program Mnr	1	0.012
Research Partnerships Of Ocean Global Observation Fellowship	1	0.012
Research Program Of Guangzhou Water Authority	1	0.012
Research Program On Climate Change Adaptation Recca	1	0.012
Research Program On Climate Change Adaptation The Ministry Of Education Culture Sports Science And Technology	1	0.012
Research Project Climpact	1	0.012
Research Start Up Fund Of Nanjing University Of Information Science And Technology Nuist	1	0.012
Research Unit Hydrosciences Montpellier	1	0.012
Reykjavik Energy Environmental And Energy Research Fund	1	0.012
Rhodium Group Climate Impact Lab Consortium	1	0.012
Ris 3 Po Feder Canarias Through Project Boundary	1	0.012
Ris 3 Po Feder Canarias Through Project Boundary Ministerio De Ciencia Innovacion Y Universidades Of The Spanish Government	1	0.012
Riset Kk Dan Inovasi Itb Variability Of Sea Level In Sea Air Phenomenon At Bumi Maritim Indonesia	1	0.012
Riset Strategis Nasional Dikti Database Arrangement Of Coastal Vulnerability To Enhanced The Adaptive Capacity In Threat Of Sea Level Rise In Coastal City And Small Island In Indonesia	1	0.012
Ritmare Flag Project	1	0.012
Ritmare Flagship Project Of M I U R Italy	1	0.012
Ritmare Ministry For Education University And Research Within The National Research Programme 2011 2013 Project	1	0.012
Rnm282 Microgeodesia Jaen Research Group Junta De Andalucia	1	0.012
Roger And Victoria Sant	1	0.012
Rose Joseph Summers Endowment	1	0.012
Rosenstiel School Of Marine And Atmospheric Sciences Rsmas	1	0.012
Royal Astronomical Society	1	0.012
Royal Australian Navy As Part Of The Bluelink Project	1	0.012
Royal Meteorological Society	1	0.012
Royal Societydfid Africa Capacity Building Initiative Rs Dfid	1	0.012
Royal Swedish Academy Of Sciences	1	0.012
Rps Metocean Pty Ltd In Perth Australia	1	0.012
Rtra	1	0.012
Rtra Stae	1	0.012
Rtra Stae Cyment	1	0.012
Rtra Stae Scientific Foundation	1	0.012
Russ College Of Engineering And Technology	1	0.012
Russia Rfbr	1	0.012
Russian Federal Targeted Program	1	0.012
Russian Federation Government	1	0.012
Russian Federation Government On The Competitive Development Of The Kazan Federal University	1	0.012
Russian Fundamental Research Fund	1	0.012
Russian German Project Cats Transdrift	1	0.012
Russian Ministry Of Science And Higher Education	1	0.012
Russian President Grant	1	0.012
Russian President Grants	1	0.012
Russian Science Foundation At Russian State Hydrometeorological University	1	0.012
Russian Science Foundation In Hydrometcentre Of Russia	1	0.012
Rutgers University	1	0.012
Ryam Forest Management	1	0.012
S Mode Project	1	0.012
Sac Ahmedabad	1	0.012
Sac Isro Sponsored Saral Altika Science And Utilization Project Saral Altika Applications For Inland Waters Glaciers And Sunderban Delta	1	0.012
Sac Lsro Ahmedabad	1	0.012
Safea International Partnership Program For Creative Research Teams	1	0.012
Saga Project Ministerio De Ciencia Innovacion Y Universidades Of The Spanish Government	1	0.012
Sagace Apulia Region Italy Project	1	0.012
Sagas	1	0.012
Saic	1	0.012
Saint Petersburg State University Russia	1	0.012
Salp Project From Cnes	1	0.012
Salp Project Service D Altimetrieet Localisation Precise From Cnes	1	0.012
